Product Name,Category Name,Forecast Date,Actual Demand,Moving Average Prediction,Weighted Moving Average Prediction,Linear Regression Prediction,Best Model,Final Predicted Demand,MAE,RMSE,MAPE,R2 Score,Demand Trend,Forecast Risk Level
Bag Boy Beverage Holder,Golf Gloves,2017-04-09,3,3.7142857142857144,3.607142857142857,3.2886692714318544,Linear Regression,3.2886692714318544,1.8508744820866048,2.4442812565754433,44.89810206300588,-0.03381595585872388,Stable Demand,MEDIUM
Bag Boy Beverage Holder,Golf Gloves,2017-04-10,5,3.7142857142857144,3.4285714285714284,3.280539206379343,Linear Regression,3.280539206379343,1.8508744820866048,2.4442812565754433,44.89810206300588,-0.03381595585872388,Stable Demand,MEDIUM
Bag Boy Beverage Holder,Golf Gloves,2017-04-12,1,3.7142857142857144,3.75,3.3071710897797852,Linear Regression,3.3071710897797852,1.8508744820866048,2.4442812565754433,44.89810206300588,-0.03381595585872388,Stable Demand,MEDIUM
Bag Boy Beverage Holder,Golf Gloves,2017-04-18,1,3.2857142857142856,3.0714285714285716,3.264442454097626,Linear Regression,3.264442454097626,1.8508744820866048,2.4442812565754433,44.89810206300588,-0.03381595585872388,Stable Demand,MEDIUM
Bag Boy M330 Push Cart,Golf Gloves,2017-08-15,3,3.857142857142857,3.9642857142857144,3.9682875264270616,Weighted Moving Average,3.9642857142857144,1.1339285714285714,1.3458568951834833,27.11309523809524,0.04106017406962781,Stable Demand,LOW
Bag Boy M330 Push Cart,Golf Gloves,2017-08-18,3,4.142857142857143,3.75,3.892929292929293,Weighted Moving Average,3.75,1.1339285714285714,1.3458568951834833,27.11309523809524,0.04106017406962781,Stable Demand,LOW
Bag Boy M330 Push Cart,Golf Gloves,2017-08-22,1,3.4285714285714284,3.4642857142857144,3.8231884057971013,Weighted Moving Average,3.4642857142857144,1.1339285714285714,1.3458568951834833,27.11309523809524,0.04106017406962781,Stable Demand,LOW
Bag Boy M330 Push Cart,Golf Gloves,2017-08-24,3,3.4285714285714284,2.857142857142857,3.5883441258094355,Weighted Moving Average,2.857142857142857,1.1339285714285714,1.3458568951834833,27.11309523809524,0.04106017406962781,Stable Demand,LOW
Bag Boy M330 Push Cart,Golf Gloves,2017-08-28,4,3.142857142857143,2.75,3.5372340425531914,Weighted Moving Average,2.75,1.1339285714285714,1.3458568951834833,27.11309523809524,0.04106017406962781,Stable Demand,LOW
Bag Boy M330 Push Cart,Golf Gloves,2017-08-29,2,3.142857142857143,2.9642857142857144,3.571428571428571,Weighted Moving Average,2.9642857142857144,1.1339285714285714,1.3458568951834833,27.11309523809524,0.04106017406962781,Stable Demand,LOW
Bag Boy M330 Push Cart,Golf Gloves,2017-08-31,4,2.7142857142857144,2.6785714285714284,3.443265306122449,Weighted Moving Average,2.6785714285714284,1.1339285714285714,1.3458568951834833,27.11309523809524,0.04106017406962781,Stable Demand,LOW
Bag Boy M330 Push Cart,Golf Gloves,2017-09-01,3,2.857142857142857,3.0,3.4807843137254904,Weighted Moving Average,3.0,1.1339285714285714,1.3458568951834833,27.11309523809524,0.04106017406962781,Stable Demand,LOW
Bag Boy M330 Push Cart,Golf Gloves,2017-09-05,5,2.857142857142857,3.0357142857142856,3.4389140271493215,Weighted Moving Average,3.0357142857142856,1.1339285714285714,1.3458568951834833,27.11309523809524,0.04106017406962781,Stable Demand,LOW
Bag Boy M330 Push Cart,Golf Gloves,2017-09-08,5,3.142857142857143,3.5714285714285716,3.550798258345428,Weighted Moving Average,3.5714285714285716,1.1339285714285714,1.3458568951834833,27.11309523809524,0.04106017406962781,Stable Demand,LOW
Bag Boy M330 Push Cart,Golf Gloves,2017-09-09,6,3.7142857142857144,4.035714285714286,3.6554856743535993,Weighted Moving Average,4.035714285714286,1.1339285714285714,1.3458568951834833,27.11309523809524,0.04106017406962781,Stable Demand,LOW
Bag Boy M330 Push Cart,Golf Gloves,2017-09-11,5,4.142857142857143,4.607142857142857,3.8262626262626265,Weighted Moving Average,4.607142857142857,1.1339285714285714,1.3458568951834833,27.11309523809524,0.04106017406962781,Stable Demand,LOW
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-10-11,5,6.285714285714286,6.607142857142857,3.6355236621171616,Linear Regression,3.6355236621171616,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-10-12,5,6.285714285714286,6.285714285714286,3.66164994425864,Linear Regression,3.66164994425864,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-10-14,4,6.428571428571429,5.964285714285714,3.6873389768126605,Linear Regression,3.6873389768126605,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-10-15,4,6.142857142857143,5.357142857142857,3.6935520619731146,Linear Regression,3.6935520619731146,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-10-16,1,4.857142857142857,4.821428571428571,3.6996614759647937,Linear Regression,3.6996614759647937,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-10-19,4,4.714285714285714,3.857142857142857,3.649065545917911,Linear Regression,3.649065545917911,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-11-01,2,4.428571428571429,3.6785714285714284,3.6556382319071656,Linear Regression,3.6556382319071656,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-11-04,5,3.5714285714285716,3.0714285714285716,3.624720284322759,Linear Regression,3.624720284322759,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-11-05,3,3.5714285714285716,3.4285714285714284,3.650119539230602,Linear Regression,3.650119539230602,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-11-06,5,3.2857142857142856,3.2857142857142856,3.638070628768303,Linear Regression,3.638070628768303,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-11-07,5,3.4285714285714284,3.7142857142857144,3.6630824372759854,Linear Regression,3.6630824372759854,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-11-09,5,3.5714285714285716,4.107142857142857,3.687692893079102,Linear Regression,3.687692893079102,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-11-15,3,4.142857142857143,4.464285714285714,3.7119098487704743,Linear Regression,3.7119098487704743,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-11-18,2,4.0,4.178571428571429,3.6993773349937733,Linear Regression,3.6993773349937733,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-11-19,2,4.0,3.6785714285714284,3.668942821883998,Linear Regression,3.668942821883998,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-11-20,6,3.5714285714285716,3.1785714285714284,3.638987403693286,Linear Regression,3.638987403693286,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-11-22,5,4.0,3.7857142857142856,3.6812507574839413,Linear Regression,3.6812507574839413,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-11-29,1,4.0,4.035714285714286,3.7049967969250477,Linear Regression,3.7049967969250477,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-12-02,4,3.4285714285714284,3.2857142857142856,3.657261904761905,Linear Regression,3.657261904761905,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-12-04,2,3.2857142857142856,3.4285714285714284,3.663362831858407,Linear Regression,3.663362831858407,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-12-15,4,3.142857142857143,3.107142857142857,3.6341273244707804,Linear Regression,3.6341273244707804,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-12-16,7,3.4285714285714284,3.3214285714285716,3.640428162918309,Linear Regression,3.640428162918309,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-12-18,4,4.142857142857143,4.214285714285714,3.6990347046655945,Linear Regression,3.6990347046655945,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-12-23,1,3.857142857142857,4.178571428571429,3.704575659768369,Linear Regression,3.704575659768369,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-12-24,2,3.2857142857142856,3.4642857142857144,3.658083945040467,Linear Regression,3.658083945040467,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2016-12-30,2,3.4285714285714284,3.142857142857143,3.629534258844604,Linear Regression,3.629534258844604,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-01-02,5,3.142857142857143,2.7857142857142856,3.6014133491194316,Linear Regression,3.6014133491194316,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-01-08,2,3.5714285714285716,3.25,3.6249954146949857,Linear Regression,3.6249954146949857,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-01-12,2,3.2857142857142856,2.857142857142857,3.597163120567376,Linear Regression,3.597163120567376,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-01-21,5,2.5714285714285716,2.5357142857142856,3.5697439596105305,Linear Regression,3.5697439596105305,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-01-24,5,2.7142857142857144,3.142857142857143,3.5933633698061933,Linear Regression,3.5933633698061933,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-02-03,1,3.2857142857142856,3.7142857142857144,3.616636528028933,Linear Regression,3.616636528028933,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-02-06,4,3.142857142857143,3.142857142857143,3.5726240286909743,Linear Regression,3.5726240286909743,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-02-10,3,3.4285714285714284,3.357142857142857,3.579253835425383,Linear Regression,3.579253835425383,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-02-17,5,3.142857142857143,3.25,3.5691908713692944,Linear Regression,3.5691908713692944,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-02-22,5,3.5714285714285716,3.7142857142857144,3.5923322245464835,Linear Regression,3.5923322245464835,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-02-23,1,4.0,4.071428571428571,3.6151413121110094,Linear Regression,3.6151413121110094,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-03-02,4,3.4285714285714284,3.3214285714285716,3.5720501922687715,Linear Regression,3.5720501922687715,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-03-03,4,3.2857142857142856,3.4642857142857144,3.5785547005687524,Linear Regression,3.5785547005687524,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-03-04,3,3.7142857142857144,3.642857142857143,3.5849676455948236,Linear Regression,3.5849676455948236,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-03-05,8,3.5714285714285716,3.4642857142857144,3.5750962772785626,Linear Regression,3.5750962772785626,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-03-07,1,4.285714285714286,4.571428571428571,3.646010186757216,Linear Regression,3.646010186757216,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-03-09,4,3.7142857142857144,3.75,3.603478429848426,Linear Regression,3.603478429848426,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-03-16,2,3.5714285714285716,3.8214285714285716,3.609542168674699,Linear Regression,3.609542168674699,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-03-21,1,3.7142857142857144,3.4285714285714284,3.583649402390438,Linear Regression,3.583649402390438,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-03-23,2,3.2857142857142856,2.75,3.5422437235186237,Linear Regression,3.5422437235186237,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-03-28,3,3.0,2.4285714285714284,3.5172219085262566,Linear Regression,3.5172219085262566,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-04-01,3,3.0,2.4285714285714284,3.508294170738539,Linear Regression,3.508294170738539,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-04-11,4,2.2857142857142856,2.4285714285714284,3.4994905048633624,Linear Regression,3.4994905048633624,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
Bridgestone e6 Straight Distance NFL Carolina,Electronics,2017-04-13,1,2.7142857142857144,2.857142857142857,3.5064338235294117,Linear Regression,3.5064338235294117,1.474086821460562,1.738287602130125,31.48631348161253,-0.024003609724650543,Stable Demand,MEDIUM
