Order Date,Product Name,Category Name,Total Quantity,Total Sales,Total Profit,Order Count
2015-01-02,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,62,3098.7599602000005,796.029999529,20
2015-01-02,Pelican Sunstream 100 Kayak,Water Sports,9,1799.9100495000002,13.550003079999968,9
2015-01-02,Perfect Fitness Perfect Rip Deck,Cleats,77,4619.23013704,27.390013658999997,25
2015-01-02,TYR Boys' Team Digi Jammer,Girls' Apparel,3,119.9700012,54.66999817,1
2015-01-02,Team Golf San Francisco Giants Putter Grip,Accessories,5,124.9499969,44.04000092,1
2015-01-02,Titleist Pro V1 High Numbers Personalized Gol,Electronics,3,155.9700012,50.61000061,1
2015-01-02,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,40,1599.60000966,-267.0999918299999,13
2015-01-02,Under Armour Men's Compression EV SL Slide,Electronics,4,179.96000288000002,28.030001639999995,2
2015-01-02,Under Armour Men's Tech II T-Shirt,Lacrosse,5,124.9499969,25.98999977,1
2015-01-02,adidas Youth Germany Black/Red Away Match Soc,Girls' Apparel,4,280.0,111.1299973,1
2015-01-03,Bridgestone e6 Straight Distance NFL Carolina,Electronics,7,223.93000032,39.059999946000005,2
2015-01-03,Clicgear 8.0 Shoe Brush,Golf Gloves,4,39.95999908,7.989999771,1
2015-01-03,Clicgear Rovic Cooler Bag,Golf Gloves,4,159.9600067,-53.99000168,1
2015-01-03,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,14,4199.720154000001,639.68999864,14
2015-01-03,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,21,8399.580230999998,1664.60999815,21
2015-01-03,Glove It Women's Imperial Golf Glove,Golf Balls,8,159.91999816999999,67.13000106999999,2
2015-01-03,Glove It Women's Mod Oval 3-Zip Carry All Gol,Trade-In,9,197.90999598000002,1.689998629999998,2
2015-01-03,Hirzl Men's Hybrid Golf Glove,Golf Balls,2,29.97999954,6.300000191,1
2015-01-03,Hirzl Women's Soffft Flex Golf Glove,Golf Balls,3,53.97000122,23.47999954,1
2015-01-03,Nike Dri-FIT Crew Sock 6 Pack,Hockey,3,66.0,12.5699997,1
2015-01-03,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,21,2729.7901154999995,327.010002513,21
2015-01-03,Nike Men's Deutschland Weltmeister Winners Bl,Girls' Apparel,3,90.0,-63.72000122,1
2015-01-03,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,44,2200.0,-479.49999852400003,15
2015-01-03,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,59,5899.409942640001,1032.740000923,21
2015-01-03,Nike Women's Legend V-Neck T-Shirt,Hockey,2,50.0,12.47999954,1
2015-01-03,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,54,2698.9199638,572.080004221,19
2015-01-03,Pelican Sunstream 100 Kayak,Water Sports,15,2999.8500824999996,715.5900049210001,15
2015-01-03,Perfect Fitness Perfect Rip Deck,Cleats,73,4379.270130160001,586.910009628,25
2015-01-03,Team Golf Texas Longhorns Putter Grip,Accessories,3,74.97000122,12.30000019,1
2015-01-03,Titleist Pro V1 High Numbers Personalized Gol,Electronics,1,51.99000168,15.28999996,1
2015-01-03,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,36,1439.6400182400002,183.82000159799998,11
2015-01-03,Under Armour Hustle Storm Medium Duffle Bag,Fitness Accessories,4,139.9600067,20.07999992,1
2015-01-03,Under Armour Women's Ignite Slide,Electronics,2,63.97999954,22.98999977,1
2015-01-04,Bag Boy Beverage Holder,Golf Gloves,3,74.97000122,7.78000021,1
2015-01-04,Bridgestone e6 Straight Distance NFL Carolina,Electronics,1,31.98999977,5.710000038,1
2015-01-04,Bridgestone e6 Straight Distance NFL San Dieg,Electronics,4,127.96000099,-4.829999919999999,2
2015-01-04,Clicgear 8.0 Shoe Brush,Golf Gloves,4,39.959999081,12.519999981,2
2015-01-04,Clicgear Rovic Cooler Bag,Golf Gloves,5,199.9499969,34.90999985,1
2015-01-04,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,15,4499.700165,780.9999868599999,15
2015-01-04,ENO Atlas Hammock Straps,Hunting & Shooting,2,59.97999954,21.37999916,1
2015-01-04,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,18,7199.640197999998,927.2700005,18
2015-01-04,Nike Dri-FIT Crew Sock 6 Pack,Hockey,2,44.0,14.36999989,1
2015-01-04,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,17,2209.8300935,229.15000367299996,17
2015-01-04,Nike Men's Deutschland Weltmeister Winners Bl,Girls' Apparel,2,60.0,15.96000004,1
2015-01-04,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,75,3750.0,798.7200048070001,28
2015-01-04,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,44,4399.55996696,797.059994634,18
2015-01-04,Nike Women's Legend V-Neck T-Shirt,Hockey,2,50.0,18.79999924,1
2015-01-04,Nike Women's Tempo Shorts,Cardio Equipment,6,180.0,51.519999506000005,3
2015-01-04,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,47,2349.0599746600005,196.03000168800003,17
2015-01-04,Pelican Sunstream 100 Kayak,Water Sports,13,2599.8700715,234.2000027,13
2015-01-04,Perfect Fitness Perfect Rip Deck,Cleats,88,5279.120147780001,997.4299918090001,30
2015-01-04,Titleist Pro V1x Golf Balls,Electronics,5,239.95000838,63.88000012,2
2015-01-04,Titleist Pro V1x High Numbers Golf Balls,Electronics,5,239.9499969,75.43000031,1
2015-01-04,Titleist Pro V1x High Numbers Personalized Go,Electronics,2,103.9800034,-11.77000046,1
2015-01-04,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,50,1999.5000455600002,364.47000406999996,17
2015-01-05,Bridgestone e6 Straight Distance NFL Carolina,Electronics,4,127.9599991,42.41999817,1
2015-01-05,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,12,3599.760132000001,113.92000010999996,12
2015-01-05,ENO Atlas Hammock Straps,Hunting & Shooting,1,29.98999977,11.64000034,1
2015-01-05,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,11,4399.780121000001,1240.3000084619998,11
2015-01-05,Glove It Urban Brick Golf Towel,Trade-In,1,15.98999977,3.339999914,1
2015-01-05,Glove It Women's Mod Oval 3-Zip Carry All Gol,Trade-In,3,65.97000122,-1.559999943,1
2015-01-05,Hirzl Men's Hybrid Golf Glove,Golf Balls,4,59.95999908,-3.319999933,1
2015-01-05,Hirzl Women's Soffft Flex Golf Glove,Golf Balls,2,35.97999954,-5.929999828,1
2015-01-05,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,19,2469.8101045,416.589995253,19
2015-01-05,Nike Men's Comfort 2 Slide,Tennis & Racquet,4,179.96000672,22.3200016,3
2015-01-05,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,39,1950.0,204.81000335000002,10
2015-01-05,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,38,3799.6199798199996,823.7900014600001,13
2015-01-05,Nike Women's Legend V-Neck T-Shirt,Hockey,1,25.0,1.690000057,1
2015-01-05,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,58,2898.83998102,-268.96998734900006,20
2015-01-05,Pelican Sunstream 100 Kayak,Water Sports,17,3399.8300934999993,-288.95998478,17
2015-01-05,Perfect Fitness Perfect Rip Deck,Cleats,90,5399.100173980001,1122.670007604,28
2015-01-05,Team Golf New England Patriots Putter Grip,Accessories,3,74.97000122,11.34000015,1
2015-01-05,Team Golf Tennessee Volunteers Putter Grip,Accessories,2,49.97999954,11.76000023,1
2015-01-05,Titleist Pro V1x Golf Balls,Electronics,2,95.98000336,-16.88999939,1
2015-01-05,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,47,1879.53001374,-398.77999975100005,14
2015-01-05,Under Armour Men's Compression EV SL Slide,Electronics,5,224.9499969,-27.67000008,1
2015-01-05,Under Armour Women's Ignite PIP VI Slide,Electronics,5,159.9499969,33.77999878,1
2015-01-05,adidas Men's Germany Black Crest Away Tee,Girls' Apparel,5,125.0,39.81000137,1
2015-01-06,Bridgestone e6 Straight Distance NFL Carolina,Electronics,1,31.98999977,-1.610000014,1
2015-01-06,Bridgestone e6 Straight Distance NFL San Dieg,Electronics,7,223.92999644,70.54000092,2
2015-01-06,Columbia Men's PFG Anchor Tough T-Shirt,Shop By Sport,3,90.0,12.90999985,1
2015-01-06,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,13,3899.740143000001,360.37999823399997,13
2015-01-06,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,18,7199.640197999998,-745.72993083,18
2015-01-06,Glove It Urban Brick Golf Towel,Trade-In,8,127.91999816,15.680000305,2
2015-01-06,Glove It Women's Mod Oval Golf Glove,Golf Balls,5,99.94999695,7.199999809,1
2015-01-06,LIJA Women's Eyelet Sleeveless Golf Polo,Golf Shoes,3,195.0,13.89000034,1
2015-01-06,Nike Dri-FIT Crew Sock 6 Pack,Hockey,4,88.0,14.34000015,1
2015-01-06,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,17,2209.8300935,403.46000169999996,17
2015-01-06,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,32,1600.0,194.16000194,15
2015-01-06,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,43,4299.57000712,-230.53001793900006,15
2015-01-06,Nike Women's Tempo Shorts,Cardio Equipment,4,120.0,46.45999908,1
2015-01-06,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,79,3948.41995626,356.94001007900005,24
2015-01-06,Pelican Sunstream 100 Kayak,Water Sports,17,3399.8300934999993,145.219994512,17
2015-01-06,Perfect Fitness Perfect Rip Deck,Cleats,62,3719.3800811199994,-300.0699963390002,22
2015-01-06,TYR Boys' Team Digi Jammer,Girls' Apparel,5,199.9499969,65.58000183,1
2015-01-06,Titleist Pro V1 High Numbers Personalized Gol,Electronics,5,259.9500122,87.33999634,1
2015-01-06,Top Flite Women's 2014 XL Hybrid,Golf Apparel,3,59.97000122,16.95999908,1
2015-01-06,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,34,1359.66000342,161.369997514,11
2015-01-06,Under Armour Kids' Mercenary Slide,Electronics,1,27.98999977,7.550000191,1
2015-01-06,Under Armour Men's Tech II T-Shirt,Lacrosse,1,24.98999977,10.46000004,1
2015-01-06,adidas Youth Germany Black/Red Away Match Soc,Girls' Apparel,3,210.0,11.47000122,2
2015-01-07,Bag Boy Beverage Holder,Golf Gloves,4,99.95999908,9.5,1
2015-01-07,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,14,4199.720154000001,-141.56999109000003,14
2015-01-07,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,17,6799.660186999999,1153.4900036600004,17
2015-01-07,Hirzl Women's Soffft Flex Golf Glove,Golf Balls,4,71.96000099,8.169999898,2
2015-01-07,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,17,2209.8300935,-36.10000270099997,17
2015-01-07,Nike Men's Deutschland Weltmeister Winners Bl,Girls' Apparel,2,60.0,-72.0,1
2015-01-07,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,58,2900.0,250.02999610999998,19
2015-01-07,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,36,3599.6400222599996,1456.3099975599998,10
2015-01-07,Nike Women's Tempo Shorts,Cardio Equipment,1,30.0,5.989999771,1
2015-01-07,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,63,3148.73997866,324.66998953999996,20
2015-01-07,Pelican Sunstream 100 Kayak,Water Sports,20,3999.8001099999988,517.5500109459999,20
2015-01-07,Perfect Fitness Perfect Rip Deck,Cleats,71,4259.29011914,106.80003189100003,22
2015-01-07,Team Golf San Francisco Giants Putter Grip,Accessories,3,74.97000122,-7.199999809,1
2015-01-07,Team Golf Texas Longhorns Putter Grip,Accessories,1,24.98999977,-5.53000021,1
2015-01-07,Top Flite Women's 2014 XL Hybrid,Golf Apparel,2,39.97999954,3.799999952,1
2015-01-07,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,32,1279.68002306,342.920003661,13
2015-01-07,adidas Men's Germany Black Crest Away Tee,Girls' Apparel,5,125.0,10.22999954,1
2015-01-08,Clicgear Rovic Cooler Bag,Golf Gloves,7,279.93000026,-12.260002139999997,2
2015-01-08,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,18,5399.640197999999,835.63999933,18
2015-01-08,ENO Atlas Hammock Straps,Hunting & Shooting,5,149.94999887,58.56000137,2
2015-01-08,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,24,9599.520263999997,433.7300051499999,24
2015-01-08,Glove It Urban Brick Golf Towel,Trade-In,2,31.97999954,-74.83000183,1
2015-01-08,Hirzl Men's Hybrid Golf Glove,Golf Balls,3,44.97000122,10.32999992,1
2015-01-08,LIJA Women's Eyelet Sleeveless Golf Polo,Golf Shoes,6,390.0,115.73000336,2
2015-01-08,Nike Dri-FIT Crew Sock 6 Pack,Hockey,5,110.0,42.90000153,1
2015-01-08,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,31,4029.6901704999977,312.0200026350001,31
2015-01-08,Nike Men's Deutschland Weltmeister Winners Bl,Girls' Apparel,6,180.0,46.000000002,2
2015-01-08,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,73,3650.0,176.5800008519999,25
2015-01-08,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,21,2099.7899780199996,341.96999933,8
2015-01-08,Nike Women's Tempo Shorts,Cardio Equipment,1,30.0,9.109999657,1
2015-01-08,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,41,2049.1799925200003,-31.64999623000003,15
2015-01-08,Pelican Sunstream 100 Kayak,Water Sports,14,2799.860077,419.20999530999995,14
2015-01-08,Perfect Fitness Perfect Rip Deck,Cleats,83,4979.170150840002,-51.84999369100001,29
2015-01-08,Team Golf Pittsburgh Steelers Putter Grip,Accessories,2,49.97999954,14.98999977,1
2015-01-08,Team Golf San Francisco Giants Putter Grip,Accessories,2,49.97999954,-8.430000305,1
2015-01-08,Team Golf Tennessee Volunteers Putter Grip,Accessories,3,74.96999931,-4.160000800000001,2
2015-01-08,Titleist Pro V1 High Numbers Personalized Gol,Electronics,6,311.94001388,93.400000095,2
2015-01-08,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,20,799.8000297,-19.010002137000015,7
2015-01-08,Under Armour Men's Tech II T-Shirt,Lacrosse,6,149.93999667,42.13999939,2
2015-01-08,Under Armour Women's Ignite Slide,Electronics,5,159.9499969,65.5,1
2015-01-08,Under Armour Women's Micro G Skulpt Running S,Boxing & MMA,2,109.9400024,2.079999924,1
2015-01-08,adidas Men's F10 Messi TRX FG Soccer Cleat,Baseball & Softball,1,59.99000168,16.89999962,1
2015-01-09,Bridgestone e6 Straight Distance NFL Carolina,Electronics,2,63.97999954,0.0,1
2015-01-09,Bridgestone e6 Straight Distance NFL Tennesse,Electronics,1,31.98999977,9.180000305,1
2015-01-09,Columbia Men's PFG Anchor Tough T-Shirt,Shop By Sport,1,30.0,7.639999866,1
2015-01-09,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,9,2699.8200990000005,526.74999617,9
2015-01-09,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,13,5199.740143,83.88000638099997,13
2015-01-09,Glove It Women's Mod Oval 3-Zip Carry All Gol,Trade-In,4,87.95999908,40.95000076,1
2015-01-09,Glove It Women's Mod Oval Golf Glove,Golf Balls,1,19.98999977,5.909999847,1
2015-01-09,Hirzl Women's Hybrid Golf Glove,Golf Balls,5,74.94999695,31.03000069,1
2015-01-09,Hirzl Women's Soffft Flex Golf Glove,Golf Balls,1,17.98999977,7.449999809,1
2015-01-09,LIJA Women's Eyelet Sleeveless Golf Polo,Golf Shoes,1,65.0,12.86999989,1
2015-01-09,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,19,2469.8101045,470.31999325999993,19
2015-01-09,Nike Men's Deutschland Weltmeister Winners Bl,Girls' Apparel,5,150.0,46.31000137,1
2015-01-09,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,57,2850.0,23.870008202000022,16
2015-01-09,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,23,2299.76998892,657.329999905,9
2015-01-09,Nike Women's Tempo Shorts,Cardio Equipment,3,90.0,9.149999619,1
2015-01-09,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,39,1949.21998202,119.700000792,11
2015-01-09,Pelican Sunstream 100 Kayak,Water Sports,9,1799.9100495000002,269.450000056,9
2015-01-09,Perfect Fitness Perfect Rip Deck,Cleats,79,4739.210147740001,1045.989999335,22
2015-01-09,Titleist Pro V1x High Numbers Personalized Go,Electronics,1,51.99000168,5.869999886,1
2015-01-09,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,16,639.84000004,151.290001403,5
2015-01-09,Under Armour Hustle Storm Medium Duffle Bag,Fitness Accessories,2,69.98000336,26.96999931,1
2015-01-09,Under Armour Kids' Mercenary Slide,Electronics,5,139.9499969,35.91999817,1
2015-01-09,Under Armour Women's Ignite PIP VI Slide,Electronics,2,63.97999954,12.47999954,1
2015-01-09,Under Armour Women's Micro G Skulpt Running S,Boxing & MMA,5,274.8500061,75.41999817,1
2015-01-09,adidas Men's Germany Black Crest Away Tee,Girls' Apparel,5,125.0,30.70999908,1
2015-01-10,Bridgestone e6 Straight Distance NFL Carolina,Electronics,6,191.93999864,10.209999080000001,2
2015-01-10,Bridgestone e6 Straight Distance NFL San Dieg,Electronics,1,31.98999977,12.73999977,1
2015-01-10,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,14,4199.720154000001,-278.60997396999994,14
2015-01-10,ENO Atlas Hammock Straps,Hunting & Shooting,4,119.9599991,17.27000046,1
2015-01-10,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,19,7599.620208999998,1200.5199946,19
2015-01-10,Glove It Imperial Golf Towel,Trade-In,4,63.95999908,0.0,1
2015-01-10,Hirzl Women's Hybrid Golf Glove,Golf Balls,3,44.97000122,11.19999981,1
2015-01-10,LIJA Women's Eyelet Sleeveless Golf Polo,Golf Shoes,3,195.0,37.47000027,2
2015-01-10,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,29,3769.710159499998,271.0199952060001,29
2015-01-10,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,52,2600.0,196.719995957,18
2015-01-10,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,55,5499.450027319999,941.9299861950001,17
2015-01-10,Nike Women's Legend V-Neck T-Shirt,Hockey,3,75.0,34.18999863,1
2015-01-10,Nike Women's Tempo Shorts,Cardio Equipment,2,60.0,19.67000008,1
2015-01-10,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,57,2848.8599624,59.24000444900009,18
2015-01-10,Pelican Sunstream 100 Kayak,Water Sports,18,3599.820098999999,393.0800028699999,18
2015-01-10,Perfect Fitness Perfect Rip Deck,Cleats,81,4859.190147540001,1178.499987122,29
2015-01-10,TYR Boys' Team Digi Jammer,Girls' Apparel,5,199.9499969,61.72999954,1
2015-01-10,Team Golf Pittsburgh Steelers Putter Grip,Accessories,3,74.97000122,10.43999958,1
2015-01-10,Titleist Pro V1x High Numbers Personalized Go,Electronics,3,155.9700012,-56.72999954,1
2015-01-10,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,20,799.8000029,157.27999686,5
2015-01-10,Under Armour Women's Ignite PIP VI Slide,Electronics,2,63.97999954,18.05999947,1
2015-01-11,Bridgestone e6 Straight Distance NFL San Dieg,Electronics,1,31.98999977,6.989999771,1
2015-01-11,Clicgear 8.0 Shoe Brush,Golf Gloves,3,29.96999931,13.80000019,1
2015-01-11,Columbia Men's PFG Anchor Tough T-Shirt,Shop By Sport,4,120.0,40.5,1
2015-01-11,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,15,4499.700165,569.7999964200001,15
2015-01-11,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,26,10399.480285999996,1880.4599819700002,26
2015-01-11,Glove It Urban Brick Golf Towel,Trade-In,5,79.94999695,8.93999958,1
2015-01-11,Glove It Women's Imperial Golf Glove,Golf Balls,2,39.97999954,11.13000011,1
2015-01-11,Glove It Women's Mod Oval Golf Glove,Golf Balls,4,79.95999908,29.43000031,1
2015-01-11,Hirzl Women's Hybrid Golf Glove,Golf Balls,3,44.97000122,14.17000008,1
2015-01-11,Hirzl Women's Soffft Flex Golf Glove,Golf Balls,6,107.93999862000001,39.310000894,2
2015-01-11,Nike Dri-FIT Crew Sock 6 Pack,Hockey,1,22.0,5.360000134,1
2015-01-11,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,15,1949.8500825000006,332.97999894800006,15
2015-01-11,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,67,3350.0,116.96000572599996,19
2015-01-11,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,27,2699.7299651599997,284.59997755999996,13
2015-01-11,Nike Women's Legend V-Neck T-Shirt,Hockey,2,50.0,15.39999962,1
2015-01-11,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,54,2698.919967620001,-20.170006308999973,16
2015-01-11,Pelican Sunstream 100 Kayak,Water Sports,11,2199.8900605000003,-100.59000779800002,11
2015-01-11,Perfect Fitness Perfect Rip Deck,Cleats,63,3779.3701020800004,737.939997165,24
2015-01-11,Team Golf New England Patriots Putter Grip,Accessories,2,49.97999954,12.72999954,1
2015-01-11,Team Golf Pittsburgh Steelers Putter Grip,Accessories,3,74.96999931,21.720000268,2
2015-01-11,Team Golf Tennessee Volunteers Putter Grip,Accessories,2,49.97999954,16.62000084,1
2015-01-11,Team Golf Texas Longhorns Putter Grip,Accessories,4,99.95999908,21.73999977,1
2015-01-11,Titleist Pro V1x High Numbers Golf Balls,Electronics,3,143.9700012,10.07999992,1
2015-01-11,Titleist Pro V1x High Numbers Personalized Go,Electronics,3,155.9700012,33.63000107,1
2015-01-11,Top Flite Women's 2014 XL Hybrid,Golf Apparel,3,59.969999310000006,23.859999656,2
2015-01-11,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,29,1159.71001798,170.37999765999996,8
2015-01-11,Under Armour Men's Compression EV SL Slide,Electronics,2,89.98000336,28.51000023,1
2015-01-11,Under Armour Women's Ignite Slide,Electronics,3,95.97000122,41.45999908,1
2015-01-12,Bridgestone e6 Straight Distance NFL Tennesse,Electronics,2,63.97999954,24.18000031,1
2015-01-12,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,18,5399.640197999999,109.41998632500007,18
2015-01-12,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,18,7199.640197999998,830.9999904910001,18
2015-01-12,Glove It Urban Brick Golf Towel,Trade-In,5,79.94999695,18.38999939,1
2015-01-12,Glove It Women's Mod Oval 3-Zip Carry All Gol,Trade-In,4,87.95999908,42.24000168,1
2015-01-12,Glove It Women's Mod Oval Golf Glove,Golf Balls,1,19.98999977,3.25999999,1
2015-01-12,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,12,1559.8800660000004,207.049996504,12
2015-01-12,Nike Men's Deutschland Weltmeister Winners Bl,Girls' Apparel,3,90.0,39.5899992,2
2015-01-12,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,86,4300.0,469.84998777,30
2015-01-12,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,49,4899.509956479999,1070.73999585,16
2015-01-12,Nike Women's Legend V-Neck T-Shirt,Hockey,6,150.0,52.25,2
2015-01-12,Nike Women's Tempo Shorts,Cardio Equipment,5,150.0,18.01000023,1
2015-01-12,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,85,4248.2999459,746.44000636,23
2015-01-12,Pelican Sunstream 100 Kayak,Water Sports,17,3399.8300934999993,530.3300060910001,17
2015-01-12,Perfect Fitness Perfect Rip Deck,Cleats,118,7078.820213420002,895.7600302400001,36
2015-01-12,TYR Boys' Team Digi Jammer,Girls' Apparel,3,119.9700012,41.38999939,1
2015-01-12,Team Golf Tennessee Volunteers Putter Grip,Accessories,5,124.9499969,36.29999924,1
